	1	1514.99		1380.27		1928.24		1456.50		1523.44		1385.95		2048.61		1453.31
	2	1495.95		1422.77		1559.08		1441.44		1386.87		1379.45		1469.57		1457.87
	5	1548.12		1406.94		1454.61		1465.16		1381.92		1380.36		1457.85		1456.50
	10	1575.71		1480.75		1504.04		1479.20		1383.63		1382.86		1462.44		1462.71
